First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19,9,0,,rick-story
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13,4,0,,darko-stosic
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0,1,0,,greg-stott
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11,12,1,,curtis-stout
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20,12,1,,sam-stout
Tim,Stout,,"5' 11""",185 lbs.,--,,12,10,0,,tim-stout
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5,3,0,,jesse-strader
Gennaro,Strangis,,--,--,--,,0,1,0,,gennaro-strangis
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25,8,0,,dave-strasser
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24,7,0,,daniel-straus
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9,7,0,,gerald-strebendt
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,26,5,0,,sean-strickland
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18,4,0,,mark-striegl
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22,8,3,,hans-stringer
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33,13,0,,stefan-struve
Josh,Stuart,,"5' 9""",160 lbs.,--,,1,4,0,,josh-stuart
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11,4,0,,mike-stumpf
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0,1,0,,kyle-sturgeon
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,10,0,0,,tatiana-suarez
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22,11,3,,masanori-suda
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15,4,2,,genki-sudo
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8,1,0,,lucasz-sudolski
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10,8,1,,daisuke-sugie
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1,3,0,,takashi-sugiura
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12,5,0,,naho-sugiyuma
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17,7,0,,george-sullivan
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24,7,0,,amar-suloev
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18,6,0,,magomed-sultanakhmedov
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7,3,0,,justin-sumter
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,16,5,0,,-sumudaerji
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8,4,0,,rama-supandhi
Aji,Susilo,,"5' 10""",155 lbs.,--,,6,4,0,,aji-susilo
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0,1,0,,jason-suttie
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2,4,1,,joel-sutton
Chad,Sutton,,"6' 1""",185 lbs.,--,,2,2,0,,chad-sutton
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9,2,0,,danilo-suzart
Martin,Svensson,,"6' 1""",155 lbs.,--,,15,6,0,,martin-svensson
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20,10,1,,daniel-swain
Cub,Swanson,,"5' 8""",135 lbs.,"70.0""",Orthodox,28,13,0,,cub-swanson
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15,6,0,,mike-swick
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12,3,0,,floyd-sword
Oumar,Sy,,--,205 lbs.,--,,6,0,0,,oumar-sy
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5,1,0,,bentley-syler
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10,1,0,,kevin-syler
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10,16,0,,leo-sylvest
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11,3,0,,tony-sylvester
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31,10,0,,tim-sylvia
Kevin,Szaflarski,,--,260 lbs.,--,,10,1,0,,kevin-szaflarski
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0,4,0,,osamu-tachihikari
Amber,Tackett,,--,115 lbs.,--,,1,3,0,,amber-tackett
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2,3,0,,eugenio-tadeu
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,6,3,0,,justin-tafa
Junior,Tafa,,--,--,--,,0,0,0,,junior-tafa
Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,13,5,0,,khalid-taha
Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,23,7,1,,joe-taimanglo
Tatsuro,Taira,,"5' 7""",125 lbs.,"70.0""",Orthodox,13,0,0,,tatsuro-taira
Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,27,6,0,,mairbek-taisumov
Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,2,6,2,,nobuhiko-takada
Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,30,27,3,,yoshiki-takahashi
Yoko,Takahashi,,"5' 8""",150 lbs.,--,,15,12,2,,yoko-takahashi
Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,12,15,2,,daiju-takase
Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,21,14,2,,hiroyuki-takaya
Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,1,4,0,,yoshihiro-takayama
Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,6,5,0,,makoto-takimoto
Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,17,5,2,,oleg-taktarov
Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,15,7,0,,nordine-taleb
Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,0,3,0,,tsuyoshi-tamakairiki
Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,10,0,0,,eli-tamez
Kiyoshi,Tamura,,"5' 11""",185 lbs.,--,Southpaw,32,13,3,,kiyoshi-tamura
Akitoshi,Tamura,The Ironman,"5' 9""",135 lbs.,"70.0""",Orthodox,21,18,2,,akitoshi-tamura
Issei,Tamura,,"5' 5""",135 lbs.,"63.0""",Orthodox,10,8,0,,issei-tamura
Jason,Tan,,"5' 10""",170 lbs.,--,Orthodox,5,3,0,,jason-tan
Akihito,Tanaka,Kinniku Mantaro,--,--,--,Southpaw,2,2,0,,akihito-tanaka
Michinori,Tanaka,,"5' 5""",135 lbs.,"67.0""",Orthodox,11,3,0,,michinori-tanaka
Evan,Tanner,,"6' 0""",185 lbs.,"74.0""",Orthodox,32,8,0,,evan-tanner
Manny,Tapia,The Mangler,"5' 5""",135 lbs.,"67.0""",Orthodox,12,14,1,,manny-tapia
Gary,Tapusoa,,"5' 7""",185 lbs.,--,,8,3,0,,gary-tapusoa
Miesha,Tate,Cupcake,"5' 6""",125 lbs.,"65.0""",Orthodox,19,9,0,,miesha-tate
Deividas,Taurosevicius,,"5' 9""",145 lbs.,"68.0""",Southpaw,17,5,0,,deividas-taurosevicius
Thiago,Tavares,,"5' 7""",145 lbs.,"70.0""",Orthodox,21,7,1,,thiago-tavares
Jeremy,Tavares,,--,135 lbs.,--,,1,6,0,,jeremy-tavares
Brad,Tavares,,"6' 1""",185 lbs.,"74.0""",Orthodox,19,8,0,,brad-tavares
Paul,Taylor,Relentless,"6' 0""",155 lbs.,"72.0""",Orthodox,11,6,1,,paul-taylor
Jesse,Taylor,JT Money,"6' 0""",170 lbs.,"73.0""",Orthodox,31,15,0,,jesse-taylor
Torrance,Taylor,,"5' 7""",155 lbs.,--,,13,8,1,,torrance-taylor
Louis,Taylor,Handgunz,"5' 11""",185 lbs.,--,Orthodox,13,4,0,,louis-taylor
Anthony,Taylor,Pretty Boy,"5' 7""",145 lbs.,--,,1,3,0,,anthony-taylor
Danielle,Taylor,Dynamite,"5' 0""",115 lbs.,"60.0""",Orthodox,9,4,0,,danielle-taylor
J.T,Taylor,The Outlaw,"5' 10""",--,--,,7,7,0,,j.t-taylor
James,Te Huna,,"6' 2""",185 lbs.,"75.0""",Orthodox,16,9,0,,james-te huna
Shawn,Teed,,"6' 5""",265 lbs.,--,Orthodox,5,2,0,,shawn-teed
Glover,Teixeira,,"6' 2""",205 lbs.,"76.0""",Orthodox,33,9,0,,glover-teixeira
John,Teixeira,Macapa,"5' 7""",145 lbs.,--,Orthodox,21,2,2,,john-teixeira
Ewerton,Teixeira,,"6' 1""",242 lbs.,--,,3,1,0,,ewerton-teixeira
Tra,Telligman,Trauma,"6' 2""",233 lbs.,--,Orthodox,7,5,1,,tra-telligman
Taneisha,Tennant,Triple Threat,"5' 7""",145 lbs.,"70.0""",Orthodox,5,1,0,,taneisha-tennant
Herman,Terrado,,--,170 lbs.,--,,15,3,1,,herman-terrado
Dave,Terrel,The Bionic,"5' 8""",170 lbs.,--,Southpaw,7,7,0,,dave-terrel
David,Terrell,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,6,2,0,,david-terrell
James,Terry,Intensity,"5' 10""",170 lbs.,--,Orthodox,19,9,0,,james-terry
Jeff,Terry,,"6' 2""",205 lbs.,--,,2,3,0,,jeff-terry
David,Teymur,,"5' 9""",155 lbs.,"73.0""",Southpaw,8,2,0,,david-teymur
Daniel,Teymur,Kid Dynamite,"5' 5""",145 lbs.,"69.0""",Orthodox,7,4,0,,daniel-teymur
Motonobu,Tezuka,,"5' 7""",135 lbs.,--,Southpaw,28,12,7,,motonobu-tezuka
Jason,Thacker,,"5' 10""",185 lbs.,--,Orthodox,0,1,0,,jason-thacker
Brandon,Thatch,Rukus,"6' 2""",170 lbs.,"74.0""",Switch,11,5,0,,brandon-thatch
Elias,Theodorou,The Spartan,"6' 1""",185 lbs.,"75.0""",Orthodox,16,3,0,,elias-theodorou
Nik,Theotikos,,--,185 lbs.,--,Orthodox,6,2,0,,nik-theotikos
Paulo,Thiago,,"5' 11""",170 lbs.,"74.0""",Orthodox,18,9,0,,paulo-thiago
Din,Thomas,Dinyero,"5' 9""",155 lbs.,--,Orthodox,26,9,0,,din-thomas
Ryan,Thomas,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,20,8,0,,ryan-thomas
Noah,Thomas,,"5' 9""",135 lbs.,--,Orthodox,14,7,0,,noah-thomas
Joel,Thomas,The NIce Guy,"5' 10""",170 lbs.,--,,5,2,0,,joel-thomas
Treston,Thomison,,"5' 8""",145 lbs.,--,,10,6,0,,treston-thomison
Nick,Thompson,The Goat,"6' 1""",170 lbs.,"74.0""",Orthodox,38,14,1,,nick-thompson
James,Thompson,The Colossus,"6' 5""",265 lbs.,--,Orthodox,20,16,0,,james-thompson
Oli,Thompson,,"6' 1""",242 lbs.,--,Orthodox,17,10,0,,oli-thompson
Stephen,Thompson,Wonderboy,"6' 0""",170 lbs.,"75.0""",Orthodox,17,6,1,,stephen-thompson
Josh,Thomson,The Punk,"5' 10""",155 lbs.,"71.0""",Orthodox,22,9,0,,josh-thomson
Simeon,Thoresen,The Grin,"6' 1""",170 lbs.,"79.0""",Orthodox,17,6,1,,simeon-thoresen
Josh,Thornburg,,"6' 0""",170 lbs.,--,,8,8,0,,josh-thornburg
Gleison,Tibau,,"5' 10""",155 lbs.,"71.0""",Southpaw,33,14,0,,gleison-tibau
Chris,Tickle,BadBoy,"5' 9""",155 lbs.,--,,9,9,0,,chris-tickle
Nolan,Ticman,,"5' 6""",125 lbs.,--,Orthodox,4,3,0,,nolan-ticman
Darren,Till,The Gorilla,"6' 0""",185 lbs.,"74.0""",Southpaw,18,5,1,,darren-till
Brett,Tillis,,--,145 lbs.,--,,0,0,0,,brett-tillis
Denis,Tiuliulin,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,7,0,,denis-tiuliulin
Ryan,Tobar,,--,155 lbs.,--,,3,3,0,,ryan-tobar
Andrew,Todhunter,The Sniper,"6' 0""",185 lbs.,--,Switch,8,0,0,,andrew-todhunter
Dusko,Todorovic,Thunder,"6' 1""",185 lbs.,"74.0""",Orthodox,12,4,0,,dusko-todorovic
Tuco,Tokkos,,"6' 4""",205 lbs.,"75.0""",Orthodox,7,3,0,,tuco-tokkos
Hideo,Tokoro,,"5' 7""",135 lbs.,--,Orthodox,34,29,2,,hideo-tokoro
Anatoly,Tokov,,"5' 10""",185 lbs.,--,,25,2,0,,anatoly-tokov
Kazuki,Tokudome,,"5' 11""",155 lbs.,"73.0""",Southpaw,18,7,1,,kazuki-tokudome
Tyler,Toner,,"5' 8""",145 lbs.,"70.0""",Orthodox,15,7,0,,tyler-toner
James,Toney,Lights Out,"5' 9""",220 lbs.,--,Orthodox,0,1,0,,james-toney
Masanori,Tonooka,,"5' 8""",185 lbs.,--,Orthodox,1,2,0,,masanori-tonooka
Carl,Toomey,,--,--,--,,3,3,0,,carl-toomey
Ilia,Topuria,El Matador,"5' 7""",145 lbs.,"69.0""",Orthodox,13,0,0,,ilia-topuria
Anthony,Torres,The Crush,"5' 8""",170 lbs.,--,Orthodox,5,3,0,,anthony-torres
Miguel,Torres,,"5' 9""",135 lbs.,"76.0""",Orthodox,44,9,0,,miguel-torres
Ronys,Torres,,"5' 7""",155 lbs.,--,Orthodox,35,5,0,,ronys-torres
Haven,Torres,,--,125 lbs.,--,,0,0,0,,haven-torres
Tecia,Torres,The Tiny Tornado,"5' 1""",115 lbs.,"60.0""",Orthodox,13,6,0,,tecia-torres
Alex,Torres,Rolo,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,alex-torres
Abram,Torres,,"5' 10""",170 lbs.,--,,4,3,0,,abram-torres
Jose,Torres,Shorty,"5' 4""",125 lbs.,"65.0""",Orthodox,8,1,0,,jose-torres
Desmond,Torres,,"5' 6""",135 lbs.,"69.0""",Orthodox,7,2,0,,desmond-torres
Manuel,Torres,El Loco,"5' 10""",155 lbs.,"73.0""",,13,2,0,,manuel-torres
Salim,Touahri,Grizzly,"5' 10""",170 lbs.,"72.0""",Orthodox,10,4,0,,salim-touahri
Dequan,Townsend,The Tarantula,"6' 3""",205 lbs.,"79.0""",Orthodox,21,12,0,,dequan-townsend
Minoru,Toyonaga,,"5' 11""",195 lbs.,--,Southpaw,2,5,0,,minoru-toyonaga
Slim,Trabelsi,,"6' 3""",235 lbs.,--,,5,0,0,,slim-trabelsi
Roberto,Traven,Spider,"6' 3""",227 lbs.,--,Orthodox,6,4,1,,roberto-traven
Bryan,Travers,,--,155 lbs.,--,,15,4,0,,bryan-travers
Alexander,Trevino,,--,170 lbs.,--,,7,7,0,,alexander-trevino
Francisco,Trevino,Sitkayan,"5' 9""",155 lbs.,"70.0""",Orthodox,13,3,0,,francisco-trevino
Angelo,Trevino,Baby Monsta,"5' 11""",170 lbs.,--,Switch,7,3,0,,angelo-trevino
Frank,Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71.0""",Southpaw,21,9,0,,frank-trigg
Francisco,Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70.0""",Southpaw,28,9,0,,francisco-trinaldo
Damien,Trites,The Omen,"5' 11""",165 lbs.,--,,7,6,0,,damien-trites
Michael,Trizano,The Lone Wolf,"5' 11""",145 lbs.,"71.0""",Orthodox,11,3,0,,michael-trizano
Antonio,Trocoli,Malvado,"6' 5""",205 lbs.,"82.0""",Orthodox,12,3,0,,antonio-trocoli
Tor,Troeng,The Hammer,"6' 2""",185 lbs.,--,Orthodox,16,7,1,,tor-troeng
Aaron,Trujillo,,"5' 5""",125 lbs.,--,,0,1,0,,aaron-trujillo
Reynaldo,Trujillo,The Truth,"5' 9""",155 lbs.,--,,21,19,0,,reynaldo-trujillo
Abel,Trujillo,Killa,"5' 8""",155 lbs.,"70.0""",Orthodox,15,8,0,,abel-trujillo
Arman,Tsarukyan,Ahalkalakets,"5' 7""",155 lbs.,"72.0""",Orthodox,19,3,0,,arman-tsarukyan
Rei,Tsuruya,,--,125 lbs.,--,,6,0,0,,rei-tsuruya
Chris,Tuchscherer,The Crowbar,"6' 2""",258 lbs.,"76.0""",Orthodox,21,4,0,,chris-tuchscherer
Jon,Tuck,Super Saiyan,"5' 11""",155 lbs.,"73.0""",Orthodox,10,5,0,,jon-tuck
Gavin,Tucker,Guv'nor,"5' 6""",145 lbs.,"66.0""",Southpaw,13,2,0,,gavin-tucker
Jumabieke,Tuerxun,The Wild Wolf,"5' 7""",135 lbs.,--,Orthodox,19,4,1,,jumabieke-tuerxun
Tom,Tuggle,The Law,"6' 2""",250 lbs.,--,Orthodox,0,3,0,,tom-tuggle
Blair,Tugman,,"6' 0""",135 lbs.,--,,10,6,0,,blair-tugman
Tai,Tuivasa,Bam Bam,"6' 2""",264 lbs.,"75.0""",Southpaw,15,5,0,,tai-tuivasa
Zubaira,Tukhugov,Warrior,"5' 8""",155 lbs.,"68.0""",Orthodox,20,6,1,,zubaira-tukhugov
Teila,Tuli,,"6' 0""",430 lbs.,--,Orthodox,0,1,0,,teila-tuli
Albert,Tumenov,Einstein,"5' 11""",170 lbs.,"73.0""",Orthodox,18,4,0,,albert-tumenov
Ricky,Turcios,,"5' 9""",135 lbs.,"71.0""",Orthodox,13,3,0,,ricky-turcios
Anton,Turkalj,The Pleasure Man,"6' 4""",205 lbs.,"78.0""",Orthodox,8,2,0,,anton-turkalj
Wellington,Turman,The Prodigy,"6' 0""",185 lbs.,"72.0""",Orthodox,18,6,0,,wellington-turman
Courtney,Turner,,"6' 2""",170 lbs.,--,,0,3,0,,courtney-turner
Jalin,Turner,The Tarantula,"6' 3""",155 lbs.,"77.0""",Southpaw,13,6,0,,jalin-turner
Austin,Tweedy,,"5' 9""",155 lbs.,--,Orthodox,8,2,0,,austin-tweedy
Marcin,Tybura,Tybur,"6' 3""",249 lbs.,"78.0""",Orthodox,24,7,0,,marcin-tybura
Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,6,1,0,,takeru-uchida
Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,12,2,0,,alberto-uda
Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,12,18,5,,ryuki-ueyama
Christian,Uflacker,,"5' 11""",170 lbs.,--,,5,0,0,,christian-uflacker
Andy,Uhrich,,"6' 0""",170 lbs.,--,,11,6,0,,andy-uhrich
Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,14,2,0,,tagir-ulanbekov
Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,8,1,0,,carlos-ulberg
Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,17,4,2,,gasan-umalatov
Jeremy,Umphries,,--,160 lbs.,--,,5,2,0,,jeremy-umphries
Zach,Underwood,,"6' 2""",185 lbs.,--,,13,7,0,,zach-underwood
Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,33,19,5,,caol-uno
Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,14,12,2,,kengo-ura
Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,5,1,0,,logan-urban
Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,17,10,1,,hector-urbina
Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,3,1,0,,elias-urbina
Gilbert,Urbina,The RGV Bad Boy,"6' 3""",185 lbs.,"75.0""",Orthodox,6,3,0,,gilbert-urbina
Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,10,3,0,,nick-urso
Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,21,8,6,,yasuhiro-urushitani
Sho Patrick,Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,4,1,0,,sho patrick-usami
Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,20,3,0,,kamaru-usman
Mohammed,Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,9,2,0,,mohammed-usman
Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,10,6,0,,darren-uyenoyama
Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,10,4,0,,richie-vaculik
Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,29,12,0,,egidijus-valavicius
Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,10,2,0,,genaro-valdez
Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,12,7,0,,charlie-valencia
Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,13,6,2,,victor-valenzuela
Ivan,Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,8,2,0,,ivan-valenzuela
Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,18,3,0,,timur-valiev
Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,18,10,0,,victor-valimaki
Andrew,Valladerez,,--,135 lbs.,--,,5,7,0,,andrew-valladerez
Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,1,,isaac-vallie-flagg
Joshua,Van,The Fearless,--,125 lbs.,--,,7,1,0,,joshua-van
Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,8,5,0,,mike-van arsdale
Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,7,6,0,,matt-van buren
Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,0,1,0,,ron-van clief
Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,0,1,0,,lloyd-van dams
Cameron,VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,15,7,1,,cameron-vancamp
Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,7,5,0,,chad-vance
Jared,Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,12,10,0,,jared-vanderaa
Austin,Vanderford,AK-47,"5' 11""",170 lbs.,--,Orthodox,4,0,0,,austin-vanderford
Lando,Vannata,Groovy,"5' 9""",155 lbs.,"71.0""",Orthodox,12,6,2,,lando-vannata
Paige,VanZant,12 Gauge,"5' 4""",115 lbs.,"65.0""",Orthodox,8,5,0,,paige-vanzant
Paul,Varelans,The Polar Bear,"6' 8""",300 lbs.,--,Orthodox,9,9,0,,paul-varelans
Kazula,Vargas,,"5' 8""",155 lbs.,"71.0""",Southpaw,12,5,0,,kazula-vargas
Jamie,Varner,,"5' 8""",155 lbs.,"71.0""",Orthodox,21,11,1,,jamie-varner
Guilherme,Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,9,4,0,,guilherme-vasconcelos
Linton,Vassell,The Swarm,"6' 4""",205 lbs.,--,,18,5,0,,linton-vassell
Billy,Vaughan,,"5' 6""",155 lbs.,--,,12,17,0,,billy-vaughan
Yuri,Vaulin,,"6' 4""",197 lbs.,--,Southpaw,0,1,0,,yuri-vaulin
Javier,Vazquez,Showtime,"5' 7""",145 lbs.,"69.0""",Southpaw,16,5,0,,javier-vazquez
Manny,Vazquez,,"5' 10""",125 lbs.,"72.0""",Orthodox,11,2,0,,manny-vazquez
Matt,Veach,,"5' 11""",155 lbs.,--,Orthodox,17,5,0,,matt-veach
Joe,Vedepo,The Doctor,"6' 0""",185 lbs.,--,Orthodox,18,9,0,,joe-vedepo
Kelly,Velasco,Killer,"5' 9""",135 lbs.,--,Orthodox,2,1,0,,kelly-velasco
Cain,Velasquez,,"6' 1""",240 lbs.,"77.0""",Orthodox,14,3,0,,cain-velasquez
David,Velasquez,Little,"5' 5""",145 lbs.,--,Orthodox,10,10,0,,david-velasquez
Bojan,Velickovic,Serbian Steel,"6' 0""",170 lbs.,"76.0""",Southpaw,15,6,1,,bojan-velickovic
Karlos,Vemola,,"6' 0""",185 lbs.,"75.0""",Orthodox,17,5,0,,karlos-vemola
Luigi,Vendramini,The Italian Stallion,"5' 8""",155 lbs.,"73.0""",Orthodox,9,3,0,,luigi-vendramini
Jerrel,Venetiaan,,"6' 1""",195 lbs.,--,Orthodox,4,3,0,,jerrel-venetiaan
Scott,Ventimiglia,Meant to Kill Ya,"5' 11""",185 lbs.,--,,14,6,1,,scott-ventimiglia
Brandon,Vera,The Truth,"6' 3""",230 lbs.,"78.0""",Orthodox,15,7,0,,brandon-vera
Kerry,Vera,,"5' 7""",135 lbs.,--,Orthodox,2,0,0,,kerry-vera
Marlon,Vera,Chito,"5' 8""",135 lbs.,"70.0""",Switch,20,8,1,,marlon-vera
Ernie,Verdicia,,"5' 11""",199 lbs.,--,Orthodox,0,1,0,,ernie-verdicia
Joe,Veres,,"5' 7""",155 lbs.,--,Orthodox,4,3,0,,joe-veres
Nikolay,Veretennikov,,"6' 1""",170 lbs.,"74.0""",Orthodox,9,4,0,,nikolay-veretennikov
CJ,Vergara,,"5' 6""",125 lbs.,"68.0""",Orthodox,11,4,1,,cj-vergara
Renato,Verissimo,Charuto,"6' 1""",170 lbs.,--,Orthodox,7,5,0,,renato-verissimo
Bryan,Vetell,,"6' 3""",265 lbs.,--,Southpaw,4,3,0,,bryan-vetell
Marvin,Vettori,The Italian Dream,"6' 0""",185 lbs.,"74.0""",Southpaw,19,6,1,,marvin-vettori
Hugo,Viana,Wolverine,"5' 6""",135 lbs.,"67.0""",Orthodox,8,4,0,,hugo-viana
Guilherme,Viana,,"6' 4""",205 lbs.,--,,7,3,0,,guilherme-viana
Polyana,Viana,Dama de Ferro,"5' 5""",115 lbs.,"67.0""",Orthodox,13,5,0,,polyana-viana
Vitor,Vianna,,--,205 lbs.,--,Orthodox,12,3,1,,vitor-vianna
James,Vick,The Texecutioner,"6' 3""",155 lbs.,"76.0""",Orthodox,13,5,0,,james-vick
Tamires,Vidal,Tractor,"5' 6""",135 lbs.,"68.0""",Orthodox,7,1,0,,tamires-vidal
Milton,Vieira,Miltinho,"6' 0""",145 lbs.,--,Orthodox,13,8,2,,milton-vieira
Reginaldo,Vieira,,"5' 7""",135 lbs.,"65.0""",Orthodox,13,5,0,,reginaldo-vieira
Ketlen,Vieira,Fenomeno,"5' 8""",135 lbs.,"68.0""",Orthodox,13,3,0,,ketlen-vieira
Rodolfo,Vieira,,"6' 0""",185 lbs.,"73.0""",Orthodox,8,2,0,,rodolfo-vieira
Steve,Vigneault,Lionheart,"5' 10""",185 lbs.,--,Orthodox,12,6,0,,steve-vigneault
Alejandro,Villalobos,,"5' 7""",145 lbs.,--,,17,5,0,,alejandro-villalobos
DeMarco,Villalona,,"5' 9""",185 lbs.,--,,1,3,0,,demarco-villalona
Gian,Villante,,"6' 3""",230 lbs.,"76.0""",Orthodox,17,14,0,,gian-villante
Ike,Villanueva,Hurricane,"6' 1""",205 lbs.,"73.0""",Orthodox,18,14,0,,ike-villanueva
Ruben,Villareal,Warpath,"6' 4""",265 lbs.,--,Orthodox,22,28,3,,ruben-villareal
