fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,fighting_style
Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,20-Nov-84,4.09,56%,2.51,54%,0.65,60%,56%,0.7,
Henrique Shiguemoto,"5' 11""",185 lbs.,"72""",Orthodox,22-Jun-89,3.6,33%,6,16%,0,0%,50%,0,
Valentina Shevchenko,"5' 5""",125 lbs.,"66""",Southpaw,07-Mar-88,2.98,50%,2.03,62%,2.21,58%,75%,0.3,
Shunichi Shimizu,"5' 5""",135 lbs.,,Orthodox,31-Jan-85,0.14,33%,4.68,30%,0,0%,0%,0,
Jake Shields,"6' 0""",170 lbs.,"72""",Orthodox,09-Jan-79,2.45,36%,1.8,56%,2.83,29%,35%,1.2,
Wade Shipp,"6' 3""",245 lbs.,,Orthodox,09-Feb-75,4.29,86%,2.14,0%,0,0%,75%,0,
Raja Shippen,"5' 6""",145 lbs.,,,07-Oct-86,0,0%,0,0%,0,0%,0%,0,
Yuya Shirai,"5' 8""",168 lbs.,,Orthodox,02-Apr-80,1.02,100%,4.07,55%,0,0%,0%,0,
Wes Shivers,"6' 8""",,,,,0,0%,0,0%,0,0%,0%,0,
Alexander Shlemenko,"5' 11""",185 lbs.,,,20-May-84,4.36,60%,1.71,63%,0,0%,0%,0,
Josh Shockley,"6' 1""",155 lbs.,,Orthodox,15-Nov-89,1.4,33%,1.75,60%,0,0%,61%,0.8,
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,29-Dec-80,0.87,32%,0.87,58%,0,0%,23%,0,
Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,06-Feb-95,3.69,54%,0.59,76%,5.16,46%,0%,1.5,
Akira Shoji,"5' 8""",195 lbs.,,Orthodox,31-Jan-74,1.03,34%,2.63,53%,1.79,73%,82%,0.4,
Landon Showalter,"6' 0""",185 lbs.,,,14-Jun-76,0,0%,0,0%,0,0%,0%,0,
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,17-Nov-79,2.06,35%,2.4,53%,0.49,50%,53%,0.7,
Brandon Shuey,"5' 7""",155 lbs.,,Orthodox,01-Feb-76,0.68,33%,1.36,0%,0,0%,0%,10.2,
Ivan Shtyrkov,"6' 0""",205 lbs.,"74""",Orthodox,09-Jun-88,0,0%,0,0%,0,0%,0%,0,
Kiril Sidelnikov,"5' 11""",230 lbs.,,,17-Aug-88,2.87,28%,4.48,61%,0,0%,0%,0,
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,01-Feb-86,2.46,33%,3.55,59%,1.45,43%,70%,0.9,
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,15-Feb-87,3.21,41%,2.96,54%,0.47,21%,55%,1.6,
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,08-Oct-70,1.08,26%,1.96,50%,1.47,50%,80%,0,
Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,18-Jun-74,1.42,46%,4.2,54%,2.66,34%,25%,1.8,
Xavier Siller,"5' 5""",125 lbs.,,,06-Jun-94,1.02,36%,1.53,57%,3.83,100%,0%,0,
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,12-Nov-82,3.92,50%,2.55,67%,1.03,47%,70%,0.7,
Jean Silva,"5' 6""",160 lbs.,,Orthodox,08-Oct-77,0.73,22%,2.93,52%,0,0%,0%,0,
Paulo Cesar Silva,"7' 5""",385 lbs.,,Orthodox,21-Jul-63,0.4,15%,2.72,47%,0.42,100%,16%,0.4,
Edson Silva,,205 lbs.,,Orthodox,,2.69,14%,5.37,50%,0,0%,0%,0,
Anderson Silva,"6' 2""",185 lbs.,"77""",Southpaw,14-Apr-75,3.05,61%,2.05,60%,0.5,77%,69%,0.8,
Wanderlei Silva,"5' 11""",205 lbs.,"74""",Orthodox,03-Jul-76,2.79,40%,2.19,60%,0.97,53%,62%,0.6,
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,27-Feb-72,2.86,65%,3.3,34%,3.3,100%,0%,0,
Jay Silva,"6' 2""",185 lbs.,,Southpaw,,1.13,34%,3.07,40%,0,0%,38%,1,
Fabio Silva,"5' 11""",205 lbs.,,Orthodox,31-Mar-82,0.09,11%,5.9,38%,0,0%,0%,0,
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,11-Nov-85,2.39,48%,2.08,63%,1.76,37%,65%,0.4,
Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,06-Sep-82,3.14,42%,3.12,43%,3.01,28%,66%,1.6,
Wagner Silva,"6' 0""",170 lbs.,,Orthodox,07-Feb-87,1.69,29%,2.87,65%,0,0%,58%,0,
Antonio Silva,"6' 4""",264 lbs.,"82""",Orthodox,14-Sep-79,2.89,45%,3.09,50%,0.82,29%,66%,0.8,
Erick Silva,"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,2.5,48%,4.18,49%,0.85,35%,56%,1.4,
Rafael Silva,"5' 7""",135 lbs.,,,20-Mar-85,0.67,50%,0.73,67%,0,0%,25%,1,
Joaquim Silva,"5' 8""",155 lbs.,"69""",Southpaw,05-Feb-89,3.92,37%,4.43,56%,0.24,50%,64%,0.7,
Felipe Silva,"6' 0""",155 lbs.,"77""",Orthodox,08-May-84,5.4,50%,1.8,59%,1,100%,71%,0,
Dayana Silva,"5' 7""",135 lbs.,,Orthodox,27-Aug-90,6.33,51%,5.93,57%,0,0%,42%,0,
Jacob Silva,"5' 5""",125 lbs.,"67""",Orthodox,23-Feb-88,4.17,44%,4.92,56%,1.51,100%,66%,0,
Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,26-Aug-94,1.3,34%,3.47,45%,1.5,25%,38%,0.5,
Bruno Silva,"6' 0""",185 lbs.,,,13-Jul-89,0,0%,0,0%,0,0%,0%,0,
Natalia Silva,"5' 4""",125 lbs.,,,03-Feb-97,0,0%,0,0%,0,0%,0%,0,
Douglas Silva de Andrade,"5' 7""",145 lbs.,"68""",Orthodox,22-Jun-85,3.77,38%,4.26,58%,0.7,50%,66%,0,
Leonardo Silva de Oliveira,"6' 2""",185 lbs.,,Orthodox,23-Apr-92,1.07,40%,0.54,50%,24.11,50%,0%,0,
Marcus Silveira,"6' 3""",242 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Jamey Simmons,"5' 6""",145 lbs.,"70""",Orthodox,11-Sep-92,0.52,50%,2.08,50%,0,0%,100%,0,
Elias Silverio,"5' 11""",155 lbs.,"73""",Orthodox,22-Sep-86,3.67,49%,2.97,51%,1.62,38%,85%,0.2,
Aaron Simpson,"6' 0""",170 lbs.,"73""",Orthodox,20-Jul-74,3.6,52%,2.53,56%,3.78,34%,83%,0.5,
Ricky Simon,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,3.08,42%,3.13,64%,6.93,54%,72%,0.4,
Wes Sims,"6' 10""",260 lbs.,,Orthodox,04-Aug-79,0.98,51%,2.95,37%,0,0%,40%,2.3,
Marlon Sims,,170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,14-Oct-85,1.81,63%,0.76,65%,0.71,50%,50%,0.7,
Lodune Sincaid,"5' 9""",185 lbs.,,Orthodox,07-May-73,2.72,42%,6.17,57%,0,0%,75%,0,
Everett Sims,"6' 5""",260 lbs.,"77""",Southpaw,04-Sep-88,0.81,66%,2.19,30%,0,0%,42%,1.2,
Rob Sinclair,"5' 8""",155 lbs.,,,20-Feb-80,1.2,33%,1.73,73%,0,0%,50%,0,
Elvis Sinosic,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,1.13,37%,4.6,53%,0,0%,0%,1.2,
Mitchell Sipe,"6' 2""",245 lbs.,,Orthodox,09-Apr-96,5.5,56%,9.98,46%,1.53,20%,0%,0,
Rory Singer,"6' 2""",185 lbs.,"77""",Orthodox,28-May-76,2.55,39%,2.42,63%,0.39,25%,64%,0.8,
AJ Siscoe,"5' 7""",135 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Yokthai Sithoar,"5' 7""",143 lbs.,,,25-Dec-74,0,0%,0,0%,0,0%,0%,0,
Jeri Sitzes,"5' 5""",125 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Dennis Siver,"5' 6""",145 lbs.,"70""",Orthodox,13-Jan-79,3.87,32%,2.67,65%,0.87,32%,65%,0.3,
Chas Skelly,"5' 11""",145 lbs.,"72""",Orthodox,11-May-85,2.02,40%,3.35,48%,1.71,34%,33%,2.4,
Matt Skelton,"6' 3""",265 lbs.,,Orthodox,23-Jan-67,0,0%,0.54,0%,0,0%,66%,0,
Zach Skinner,"5' 6""",145 lbs.,,Orthodox,,0.53,50%,2.4,32%,5,27%,100%,1,
Joe Slick,"6' 0""",199 lbs.,,Orthodox,17-Oct-77,0,0%,0,0%,0,0%,0%,0,
Patrick Smith,"6' 2""",225 lbs.,,Orthodox,28-Aug-63,0,0%,0,0%,0,0%,0%,0,
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,,4.95,52%,5.05,54%,1.55,50%,100%,1.6,
Maurice Smith,"6' 2""",221 lbs.,,Orthodox,13-Dec-61,0.41,46%,0.47,60%,0.89,50%,20%,0.9,
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,21-May-79,1.9,27%,5.87,50%,0.12,6%,58%,0.5,
Eric Smith,,,,Southpaw,,0,0%,0,0%,0,0%,0%,0,
Josh Smith,"6' 0""",155 lbs.,,Orthodox,02-Jul-82,0.73,28%,1.4,54%,0,0%,57%,2,
Adam Smith,,,,,,0,0%,0,0%,0,0%,0%,0,
Dillon Smith,"6' 0""",170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
David Smith,,155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Brian Sleeman,"5' 8""",185 lbs.,,,,4,48%,1.85,70%,9.23,100%,100%,0,
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,05-Jan-81,3.29,55%,3.31,51%,1.7,32%,60%,0.7,
Anthony Smith,"6' 4""",205 lbs.,"76""",Orthodox,26-Jul-88,2.94,46%,4.38,42%,0.49,28%,51%,0.7,
Colton Smith,"6' 0""",155 lbs.,"71""",Orthodox,14-Aug-87,1.64,41%,2.3,51%,4.09,36%,25%,1.4,
Ray Sloan,"6' 1""",205 lbs.,,,14-Jul-85,0,0%,0,0%,0,0%,0%,0,
Gilbert Smith,"5' 9""",185 lbs.,,Southpaw,19-Oct-81,1.09,41%,2.73,35%,3.51,60%,0%,1.2,
Devonte Smith,"5' 9""",155 lbs.,"76""",Orthodox,30-Jul-93,5.64,55%,2.65,59%,0.74,100%,100%,0.7,
Leslie Smith,"5' 9""",135 lbs.,"66""",Orthodox,17-Aug-82,7.56,40%,8.41,51%,0,0%,62%,0,
Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,05-Apr-89,1.78,35%,1.96,49%,1.67,33%,45%,1.7,
Justin Smitley,,145 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Walter Smith-Cotito,"5' 8""",135 lbs.,,,,2.95,36%,3.53,68%,2.16,33%,57%,0,
Nate Smith,"5' 6""",125 lbs.,"69""",Switch,09-Apr-95,1.28,38%,2.04,35%,0,0%,33%,2.3,
Dmitrii Smoliakov,"6' 2""",253 lbs.,"74""",Switch,05-Aug-82,1.44,42%,3.81,55%,0,0%,75%,0,
Louis Smolka,"5' 9""",135 lbs.,"68""",Orthodox,16-Jul-91,4.44,46%,3.74,53%,1.84,37%,31%,1.9,
Richie Smullen,"5' 9""",155 lbs.,"68""",Orthodox,17-Aug-91,1.98,77%,2.26,65%,8.49,66%,0%,0,
Devin Smyth,"5' 10""",170 lbs.,"72""",Switch,21-Jul-95,2.6,68%,6.73,25%,4,26%,100%,0,
Denis Sobolev,"6' 3""",216 lbs.,,Orthodox,,0,0%,5.45,33%,0,0%,0%,0,
Renato Sobral,"6' 1""",205 lbs.,"75""",Orthodox,07-Sep-75,2.23,45%,1.53,57%,2.48,42%,65%,2.6,
Peter Sobotta,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5,
Rameau Thierry Sokoudjou,"5' 10""",205 lbs.,"78""",Orthodox,18-Apr-84,2.26,45%,2.61,56%,1.93,47%,78%,0.9,
Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,27-Aug-93,3.62,74%,0.93,51%,3.31,62%,0%,1.3,
Chris Solomon,"5' 11""",155 lbs.,,,,0,0%,2.8,37%,0,0%,33%,0,
Paul Song,,185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Joe Son,"5' 4""",236 lbs.,,Orthodox,22-Nov-70,0,0%,0,0%,0,0%,0%,0,
Chael Sonnen,"6' 1""",205 lbs.,"73""",Southpaw,03-Apr-77,3.08,43%,1.1,62%,3.81,59%,66%,0.4,
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,10-Mar-90,4.39,46%,4.37,54%,0,0%,50%,0,
Song Yadong,"5' 8""",145 lbs.,"67""",Orthodox,02-Dec-97,4.35,42%,3.64,57%,0.59,75%,56%,0.4,
Cody Sons,"5' 9""",205 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,01-Apr-93,5.1,36%,7.63,52%,1.5,25%,100%,0,
Emiliano Sordi,"6' 2""",205 lbs.,,Orthodox,15-Feb-91,4.79,50%,4.79,48%,0,0%,100%,8.3,
Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,22-Nov-92,4.46,43%,2.86,52%,2.6,66%,0%,0,
Sean Soriano,"5' 9""",145 lbs.,,Orthodox,06-Oct-89,3.15,61%,2.31,52%,1.27,42%,55%,0,
Dmitry Sosnovskiy,"6' 3""",240 lbs.,"77""",Orthodox,06-Jul-89,2.95,70%,2.53,35%,3.16,66%,100%,3.2,
Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,10-Dec-89,2.31,31%,4.3,47%,0,0%,0%,0,
Greg Soto,"5' 11""",170 lbs.,"73""",Orthodox,03-Jun-86,3.21,63%,2.61,52%,1.49,27%,44%,1,
George Sotiropoulos,"5' 10""",155 lbs.,"71""",Orthodox,09-Jul-77,2.61,27%,2.52,67%,2.32,31%,53%,1.6,
Alex Soto,"5' 8""",135 lbs.,,Southpaw,15-Feb-84,2.95,25%,5.02,59%,2.82,30%,0%,0,
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,02-Aug-77,3.37,39%,3.13,58%,0.52,25%,71%,1,
Mario Soto,"6' 0""",145 lbs.,,,,1.43,23%,5.23,42%,0,0%,0%,0,
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,22-Mar-87,3.36,41%,5.37,67%,0.85,21%,70%,1.9,
Bobby Southworth,"6' 2""",205 lbs.,,Orthodox,16-Dec-69,0.99,39%,1.38,65%,3.98,78%,64%,1.3,
Andre Soukhamthath,"5' 9""",135 lbs.,"70""",Orthodox,23-Oct-88,2.77,44%,4.31,49%,1.25,53%,58%,0.2,
Edimilson Souza,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84,4.65,44%,2.91,58%,0,0%,50%,0,
Chris Spang,"6' 2""",170 lbs.,,Orthodox,26-Nov-87,1.83,36%,1.95,60%,0,0%,50%,0.9,
Mario Souza,"6' 3""",185 lbs.,"79""",Orthodox,20-Oct-96,3.4,60%,0.93,54%,0,0%,0%,1,
Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,11-Mar-91,2.06,45%,3.38,62%,2.4,44%,40%,1.2,
Jacare Souza,"6' 1""",185 lbs.,"72""",Orthodox,07-Dec-79,2.53,46%,2.85,62%,2.55,39%,60%,1.4,
Charon Spain,"5' 9""",155 lbs.,,,11-Mar-88,0,0%,0,0%,0,0%,0%,0,
Andreas Spang,"6' 1""",185 lbs.,,,07-Nov-78,0,0%,0,0%,0,0%,0%,0,
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,24-Aug-91,3.55,45%,3.45,47%,1.72,41%,60%,1.7,
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,20-Aug-84,2.56,51%,5.12,35%,2.02,33%,33%,0,
Patrick Speight,"6' 1""",170 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Ron Sparks,"6' 5""",265 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Sean Spencer,"5' 10""",170 lbs.,"74""",Orthodox,25-Jun-87,4.24,32%,4.02,60%,0.14,33%,68%,0,
Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,29-Nov-90,3.02,45%,5.57,43%,0.64,10%,14%,0.3,
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,,3.27,62%,3.27,54%,1.75,11%,75%,1.8,
Nick Sperling,,135 lbs.,,,,1.4,25%,1.4,66%,0,0%,0%,0,
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,28-Sep-66,2.81,52%,1.53,47%,2.09,42%,71%,1.4,
Waachiim Spiritwolf,"5' 8""",170 lbs.,,,,10,100%,10,0%,0,0%,0%,0,
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,31-Jul-90,2.6,35%,5.3,46%,0.74,66%,0%,0,
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,29-Sep-86,3.71,45%,5.72,55%,1.31,20%,75%,1,
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,24-Jan-95,3.58,49%,2.84,58%,3.7,63%,75%,0.3,
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,12-Oct-84,2.42,49%,1.6,53%,0,0%,28%,2.5,
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,09-Jan-71,1.63,48%,1.33,55%,0.3,100%,46%,0.3,
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,12-May-87,3.54,57%,3.15,41%,3.37,40%,100%,0.8,
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,53%,1.4,72%,4.16,74%,83%,1.1,
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,20-May-88,2.83,37%,4.74,57%,1.55,66%,80%,0,
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,25-Jan-83,3.22,60%,3.26,51%,0,0%,71%,0,
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,,1,20%,2.89,34%,7.48,45%,100%,0,
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,29-Mar-94,2.5,50%,3.07,52%,0.85,100%,40%,1.7,
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,09-Nov-89,4.14,48%,3.18,63%,3.03,46%,80%,0,
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,24-Sep-80,3.28,42%,2.65,59%,0.12,12%,60%,0.3,
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,19-Nov-84,3.22,54%,3.54,54%,0,0%,87%,1,
Dion Staring,"6' 1""",235 lbs.,,Orthodox,09-Jun-78,1.09,37%,5,47%,0,0%,33%,0,
Lucas Stark,,155 lbs.,,,,1.6,25%,3.2,66%,12,100%,0%,0,
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,06-Jan-75,2.71,48%,4.43,53%,1.46,33%,25%,0.6,
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,25-Apr-81,1.94,33%,2.49,58%,1.94,100%,60%,0,
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,20-Feb-90,1.86,36%,3.1,52%,2.64,35%,43%,0.6,
Adam Steele,,170 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,27-Feb-93,4.4,34%,4.58,53%,0.25,20%,57%,0,
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,26-May-88,4.07,70%,2.93,50%,0,0%,91%,0,
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,27-Jan-88,2.32,49%,2.42,50%,2.95,42%,76%,0,
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,12-Sep-79,0,0%,0,100%,0,0%,0%,0,
Eric Steenberg,,155 lbs.,,,22-Jun-83,0,0%,0,0%,0,0%,0%,0,
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,05-May-81,3.92,55%,1.86,49%,0.44,50%,58%,0,
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Marc Stevens,"5' 9""",155 lbs.,,,,0.45,26%,1.79,46%,0,0%,0%,0,
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,31-Jul-89,4.84,49%,2.2,63%,1.77,24%,41%,0.9,
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,25-May-86,3.18,40%,3.06,58%,1.16,38%,65%,0.4,
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-82,2.05,44%,2.44,60%,2.75,44%,39%,2.2,
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,19-Mar-82,1.57,54%,3.13,33%,3.91,100%,50%,0,
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,3.75,56%,2.34,53%,3.75,33%,50%,1.9,
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,30-Dec-90,3.09,44%,3.09,50%,1.5,40%,65%,0.1,
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,1.77,42%,1.45,52%,0.35,66%,66%,0.7,
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,31-Jan-89,1.41,35%,2.42,43%,1.32,20%,60%,0,
Tyler Stinson,"6' 3""",170 lbs.,,,17-Jan-86,2.8,23%,4.6,56%,0.5,100%,0%,0.5,
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,17-Nov-80,2.97,46%,4.42,37%,0.78,100%,100%,0,
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,1.82,29%,1.97,59%,0,0%,0%,0,
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,02-Feb-80,1.51,23%,6.06,36%,0,0%,80%,1,
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,08-Apr-93,2.1,34%,3.87,50%,0,0%,66%,0.5,
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,15-Nov-91,2.48,57%,3.93,48%,0.78,12%,62%,0.8,
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,28-Dec-92,2,41%,1.93,56%,1,100%,66%,0,
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,08-Oct-82,3.85,49%,2.9,48%,1.24,33%,60%,0.6,
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,03-Feb-77,2.53,36%,2.53,71%,0,0%,0%,0,
George Stork,"5' 10""",185 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,09-Feb-92,2.61,45%,4.04,58%,3.42,50%,83%,0,
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,28-Aug-84,3.8,41%,2.17,62%,2.53,48%,63%,0.9,
Greg Stott,"5' 7""",220 lbs.,,Southpaw,,0,0%,0,0%,0,0%,0%,0,
Curtis Stout,"6' 1""",185 lbs.,,Southpaw,07-Nov-73,0.69,67%,3.2,29%,0,0%,20%,0,
Tim Stout,"5' 11""",185 lbs.,,,09-Feb-79,0,0%,0,0%,0,0%,0%,0,
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,23-Apr-84,4.17,28%,4.08,57%,0.63,38%,77%,0.1,
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,29-May-91,7.12,56%,7.63,42%,0,0%,0%,0,
Gennaro Strangis,,,,,,0,0%,0,0%,0,0%,0%,0,
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,01-Mar-79,0,0%,4,38%,0,0%,0%,16.4,
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,13-Jul-69,3.04,45%,1.88,59%,0.72,33%,33%,0,
Daniel Straus,"5' 7""",145 lbs.,"71""",,27-Jul-84,4.76,43%,2.99,57%,0.84,15%,81%,1.1,
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,27-Feb-91,5.09,38%,3.77,66%,1.26,60%,81%,0.4,
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,06-Jul-87,3.16,61%,2.84,41%,2.4,36%,62%,0,
Mark Striegl,"5' 8""",135 lbs.,"70""",Southpaw,23-Jun-88,3.53,42%,21.18,25%,0,0%,0%,0,
Josh Stuart,"5' 9""",160 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.12,47%,4.04,46%,0.56,46%,55%,1.7,
Mike Stumpf,"5' 10""",170 lbs.,,,01-Aug-86,3.34,43%,8.85,47%,1.59,25%,33%,0.8,
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,,0,0%,0,0%,0,0%,0%,0,
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,,1.8,50%,1.2,63%,0,0%,60%,0,
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,19-Dec-90,4.82,65%,1.45,48%,6.47,62%,100%,0.6,
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,08-Mar-78,1.55,39%,2.23,33%,3.58,60%,50%,4.2,
Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,,0,0%,0.22,80%,3.27,50%,0%,3.3,
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,31-May-70,1.37,40%,2.08,53%,1.33,66%,0%,0,
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,16-Nov-89,2.68,48%,7.64,34%,2.87,100%,0%,0,
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,,0,0%,2.4,42%,9,100%,0%,9,
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,13-Mar-81,3.53,39%,2.42,57%,1.37,20%,38%,0.7,
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,01-Jul-76,1.98,37%,2.19,70%,0.27,100%,88%,0.3,
Aji Susilo,"5' 10""",155 lbs.,,,,0,0%,0,0%,0,0%,0%,0,
Martin Svensson,"6' 1""",155 lbs.,,,25-Apr-85,2.02,38%,5.91,38%,0,0%,0%,0,
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,30-Jan-91,0.8,44%,3.2,40%,0,0%,0%,6,
Naho Sugiyuma,"5' 1""",105 lbs.,,,03-Feb-78,2.59,48%,2.45,71%,2.05,100%,66%,0,
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,07-Aug-73,2.07,83%,4.97,36%,0,0%,0%,0,
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,0,0%,0,0%,0,0%,0%,0,
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,02-Nov-83,4.64,50%,3.64,60%,1.09,51%,60%,0.5,
Chad Sutton,"6' 1""",185 lbs.,,,07-Aug-82,0,0%,0,0%,0,0%,0%,0,
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,29-Jul-93,5.6,69%,4.03,48%,1,40%,77%,2,
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,24-Aug-76,0.78,42%,1.57,40%,0,0%,33%,0,
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,22-Dec-82,1.3,18%,1.73,79%,0,0%,75%,0,
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,27-Jan-78,0,0%,10.12,12%,0,0%,0%,0,
